search_id,nbs_id,suitability_family_id,table,category,search_terms,screening_steps,inclusion_criteria,limits,n_retrieved,n_screened,n_included,search_date,run_id,searched_by,ruleset_version,discovery_log_ref,note
agroforestry__T3__tool__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T3,tool,"WebSearch: ""agroforestry suitability climate resilience model GitHub google earth engine script weights thresholds""; GitHub API repo tree + raw grep on saraheb3/AgroforestrySuitability_GEE",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T3 = climate-hazard response of the practice; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,9,3,1,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T3_2026-08.md,"Only one code-bearing agroforestry tool found (saraheb3/AgroforestrySuitability_GEE). Inspected actual GEE scripts, not README: hardcoded erosion/SOC scenario weights present. But US-Midwest, T4-suitability core, and 10 of 13 scripts are per-species tree-growth envelopes (EXCLUDE). T3 relevance low (erosion-hazard weights only)."
agroforestry__T6__stock__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T6,stock,"OpenAlex title.search (cited_by_count desc): ""agroforestry yield""; ""agroforestry adoption""; ""agroforestry carbon sequestration""; ""agroforestry income""; ""agroforestry profitability""; ""trees on farms carbon""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity/nutrition) + indicative cost; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,478,48,5,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T6_2026-08.md,"Per-query real totals: yield 535, adoption 478, carbon-sequestration 426, income 189, profitability 73, trees-on-farms-carbon 33. Screened ~48 top-cited titles. Included the cross-family systematic reviews / global syntheses (LMIC SR, EE systematic map, global tree-cover carbon, SOC review, seminal adoption stocktake). EXCLUDED per-crop cocoa/coffee shade papers (belong to shaded_perennial family) and single-species yield/microclimate papers (species envelopes)."
agroforestry__T6__updated_lit__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T6,updated_lit,"OpenAlex title.search + from_publication_date:2016-01-01 (cited_by_count desc): ""agroforestry yield""; ""agroforestry adoption determinants""; ""agroforestry carbon""; ""agroforestry income smallholder""; ""agroforestry cost benefit""; ""agroforestry biodiversity""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity/nutrition) + indicative cost; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,1051,48,5,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T6_2026-08.md,"Per-query real totals (2016-2026): carbon 1051, yield 397, biodiversity 255, adoption-determinants 23, cost-benefit 7, income-smallholder 3. Cost-benefit/income title pools are thin -> most recent cost evidence is grey (WOCAT) not indexed lit. Included recent cross-family meta-analyses/reviews (SOC meta, Europe ES/yield metas, carbon-revenue profitability, HIC evidence map). HIC-context metas down-weighted vs LMIC scope."
agroforestry__T6__grey__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T6,grey,"WebSearch (EN): ""agroforestry cost benefit yield income WOCAT FAO TECA smallholder evidence""; ""World Bank agroforestry economic returns adoption evidence report LMIC""; ""WOCAT agroforestry technology establishment maintenance costs benefits table""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity/nutrition) + indicative cost; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,24,24,4,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T6_2026-08.md,"WOCAT is the strongest cross-family cost source (median establishment ~US$150/ha, maintenance ~15%/yr, BCR>2 for 24% of techs). Included WOCAT global economic analysis, a Bonn open dataset of AF costs/benefits in Africa, FAO 2020 AF assessment, and WOCAT QCAT technology entries. Grey benefit claims carry positive-bias discount (COI axis). ES/FR/PT title-only searches deferred to extraction stage; EN grey saturated fast on WOCAT/FAO."
agroforestry__T6__tool__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T6,tool,"GitHub search/repositories (stars desc): ""agroforestry carbon OR cost OR yield""; ""agroforestry model""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T6 = outcomes (yield/adoption/income/carbon/biodiversity/nutrition) + indicative cost; species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,312,24,2,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T6_2026-08.md,"Weak process for T6 cross-family outcomes+cost. Real totals: 312 and 30 repos. Most hits are biophysical growth models (Hi-sAFe/hisafer, DynACof, CAF2014, Yield-SAFE) = per-species/biophysical yield engines -> species-envelope-adjacent, no hardcoded practice-level cost/outcome thresholds -> EXCLUDED per PICOS + species rule. Candidates (prs-eth/agroforestry carbon-potential; WOCAT economic DB platform) are UNVERIFIED - commit sha + file:line of any hardcoded outcome/cost params must be pinned be"
agroforestry__T4__stock__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T4,stock,OpenAlex title.search: agroforestry AND (suitability OR biophysical OR mapping OR land) ; sort=cited_by_count:desc ; per_page=15,frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,991,15,2,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T4_2026-08.md,"High-cite classics. Zomer2016 (trees-on-farms global mapping = observed-distribution system_constraint, OA gold) + Nair1997 (biophysical interactions envelope, seminal, paywalled). Many top hits are ecosystem-service/carbon outcome papers (T6, not T4) or species/pollinator studies -> excluded for T4."
agroforestry__T4__updated_lit__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T4,updated_lit,"OpenAlex title.search: agroforestry AND (suitability OR adoption OR mapping OR potential) , from_publication_date:2015-01-01 ; sort=cited_by_count:desc ; per_page=15 (companion determinants query: agroforestry AND (constraint OR determinant OR driver OR barrier), 202 hits)",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,933,27,2,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T4_2026-08.md,"Dollinger2023 soil-based adaptation (biophysical_constraint, OA) + Sanou2019 socio-ecological niche across agroecologies (system_constraint agroecology, OA). NOTE most 2015-2026 hits are ADOPTION-DRIVER papers (extension, credit, tenure, labour) = soft enabling-env -> operational_risk/M2b, OUT of T4 scope; deliberately not included here."
agroforestry__T4__grey__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T4,grey,"WebSearch EN: ""agroforestry suitability mapping biophysical criteria WOCAT FAO where trees on farms grow climate soil terrain"" ; WebSearch EN: ""WOCAT agroforestry technology land suitability slope rainfall requirements ICRAF suitability where agroforestry can be established""",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,16,16,2,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T4_2026-08.md,"CIFOR-ICRAF Jharkhand GIS land-agroforestry potentiality (LMIC India, slope/rainfall/elevation/soil/LULC criteria) + FAO Framework for Land Evaluation applied to agroforestry (nutrient retention/rooting conditions/erosion hazard classes). WOCAT SLM DB not directly surfaced a cross-family agroforestry technology sheet in-search -> gap. Many hits are single-region ML case studies (borderline, not registered as cross-family)."
agroforestry__T4__tool__agroforestry__cross_family__2026-08-05,agroforestry,agroforestry__cross_family,T4,tool,"WebSearch EN: ""agroforestry suitability GIS multi-criteria GitHub tool Earth Engine land suitability model repository"" ; GitHub API repo inspection saraheb3/AgroforestrySuitability_GEE",frame|source_type|relevance|credibility_six_axis|saturation_stop,Practice explicit (PICOS); T4 = biophysical + system_constraint (+hard legal masks); soft enabling-env excluded (operational_risk); species envelopes excluded,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50; cap included ~3-6/process,2,2,1,2026-08-05,discovery_crossfam_homegardens_2026-08,Pete/Claude,v1.4.1,agroforestry_cross_family_T4_2026-08.md,"saraheb3/AgroforestrySuitability_GEE = genuine cross-family AF suitability DST with hardcoded weights + masks (code, not README). AgriSuit (generic agricultural GIS-MCDA) EXCLUDED by PICOS: ships crops, not agroforestry-specific. Per-species tree-growth GEE scripts in same repo IGNORED (species envelopes)."
agroforestry__T4__stock__agroforestry__regeneration_farmland__2026-08-05,agroforestry,agroforestry__regeneration_farmland,T4,stock,"OpenAlex title.search boolean: (FMNR OR ""farmer managed natural regeneration"" OR ""assisted natural regeneration"" OR ""natural regeneration"" OR regreening OR ""regeneration naturelle assistee"") AND (parkland OR Sahel OR density OR drought OR yield OR adoption OR carbon OR suitability OR agroforestry); sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,"F2 FMNR/ANR/RNA explicit (PICOS); T4 biophysical+system_constraint (parkland/regeneration density, land); EXCLUDE temperate-forestry 'natural regeneration' (Fagus/spruce/pine = wrong practice) + species envelopes",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,168,12,2,2026-08-05,fmnr_stock_tool_backfill_2026-08,Pete/Claude,v1.4.1,agroforestry_regeneration_fmnr_2026-07.md,Kessler1994 parkland woody-species dynamics (OA) = parkland system_constraint; note Sendzimir2011 already held via July updated_lit. Excluded temperate-forestry natural-regen (wrong practice).
agroforestry__T4__tool__agroforestry__regeneration_farmland__2026-08-05,agroforestry,agroforestry__regeneration_farmland,T4,tool,GitHub repo search: q=FMNR (19) | 'farmer managed natural regeneration' (0) | regreening (8) | 'assisted natural regeneration' (2); + gh search repos FMNR regreening,frame|source_type|relevance|credibility_six_axis|saturation_stop,"F2 FMNR/ANR/RNA explicit (PICOS); T4 biophysical+system_constraint (parkland/regeneration density, land); EXCLUDE temperate-forestry 'natural regeneration' (Fagus/spruce/pine = wrong practice) + species envelopes",bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,19,5,0,2026-08-05,fmnr_stock_tool_backfill_2026-08,Pete/Claude,v1.4.1,agroforestry_regeneration_fmnr_2026-07.md,"No dedicated FMNR/ANR practice-suitability or MCDA engine found. 19 'FMNR' repos = unrelated acronym/hobby; Regreening Africa = data portal (geodata), not a rule-encoding tool. tool process = genuine gap for F2 (as for F3)."
agroforestry__T3__stock__agroforestry__regeneration_farmland__2026-08-05,agroforestry,agroforestry__regeneration_farmland,T3,stock,"OpenAlex title.search boolean: (FMNR OR ""farmer managed natural regeneration"" OR ""assisted natural regeneration"" OR ""natural regeneration"" OR regreening OR ""regeneration naturelle assistee"") AND (parkland OR Sahel OR density OR drought OR yield OR adoption OR carbon OR suitability OR agroforestry); sort=cited_by_count:desc",frame|source_type|relevance|credibility_six_axis|saturation_stop,F2 FMNR/ANR/RNA explicit; T3 = drought/dryland resilience & regreening response; exclude temperate-forestry natural-regen,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,168,12,1,2026-08-05,fmnr_stock_tool_backfill_2026-08,Pete/Claude,v1.4.1,agroforestry_regeneration_fmnr_2026-07.md,"Sendzimir2011 Rebuilding Resilience/Regreening Sahel (OA, 268c) drought-resilience anchor — likely already registered via July updated_lit seed; logged as stock process for completeness."
agroforestry__T3__tool__agroforestry__regeneration_farmland__2026-08-05,agroforestry,agroforestry__regeneration_farmland,T3,tool,GitHub repo search: q=FMNR (19) | 'farmer managed natural regeneration' (0) | regreening (8) | 'assisted natural regeneration' (2); + gh search repos FMNR regreening,frame|source_type|relevance|credibility_six_axis|saturation_stop,F2 FMNR/ANR/RNA explicit; T3 = drought/dryland resilience & regreening response; exclude temperate-forestry natural-regen,bounded authority-weighted seed-set; OA/downloadable preferred; screen<=50,19,5,0,2026-08-05,fmnr_stock_tool_backfill_2026-08,Pete/Claude,v1.4.1,agroforestry_regeneration_fmnr_2026-07.md,"No dedicated FMNR/ANR practice-suitability or MCDA engine found. 19 'FMNR' repos = unrelated acronym/hobby; Regreening Africa = data portal (geodata), not a rule-encoding tool. tool process = genuine gap for F2 (as for F3)."
